company_name,company_url,date,review,stay_date,title,user
Lebanon Hotel,https://www.booking.com/hotel/rw/lebanon-kigali.html,"December 6, 2018",The problem in the hotel is communication with staff that does not speak English very well (neither French) - so many orders are badly understood. Receptionists need to speak more that kinyarwanda. Nice breakfast with a lot of varieties.,December 2018,Very quiet and nice. Helpful personnel.,Johan
Lebanon Hotel,https://www.booking.com/hotel/rw/lebanon-kigali.html,"November 29, 2018","décor in the bathroom was a bit colourful for my taste! Great service, efficient shuttle pick-up even at 1am, comfortable room, nice-looking pool (didn't get a chance to use)",November 2018,"Good choice for the airport, very helpful and attentive staff",James Marchant
Lebanon Hotel,https://www.booking.com/hotel/rw/lebanon-kigali.html,"November 25, 2018","no elevator and breakfast meal lacked variety options. Not so close to airport as i thought. Not much around neighborhood clean modern rooms, nice staff",November 2018,Good quality for short stay on a budget.,Gina
Lebanon Hotel,https://www.booking.com/hotel/rw/lebanon-kigali.html,"November 24, 2018","Location is bad, its next to kigali slum area. Food in hotel was not good at all, one of our colleague got sick on first day after having sausage and cheese, I had bottle of RifXimin after having veg pizza. Then, for every meal we rented car from hotel and paid three times extra from usual market rate. Internet speed and signal strength was truly bad. Paid $44 for laundry which is usually 5star hotel rate. My room was exactly on top of the kitchen/restaurant, weekends till late nights were so noisy and discomforting.  Room and washroom are clean. Staff is caring and helpful. ",November 2018,Room and washroom are clean.,Nazeef
Lebanon Hotel,https://www.booking.com/hotel/rw/lebanon-kigali.html,"October 30, 2018","Room door not noise proof...  Friendly staff, view, the peace, the breakfast, the hotel by itself, tv programme, free convenient pickup from the airport",October 2018,"Friendly staff, view, the peace, the breakfast, the hotel by...",Mohicans
Lebanon Hotel,https://www.booking.com/hotel/rw/lebanon-kigali.html,"October 26, 2018","I really recommend this Hotel!!  I dont have anything to dislike A wery nice garden with pool, restaurants and relaxing area. Nice staff both in the reception and in the restaurant. Our room was at the 2:nd floor and from the balcony we had a nice wiew over the hotel garden and the town.",October 2018,"A wery nice garden with pool, restaurants and relaxing area.",Stefan
Lebanon Hotel,https://www.booking.com/hotel/rw/lebanon-kigali.html,"October 21, 2018","The halls do echo a lot, so some notices asking people to be quiet when it’s late, would be good. Also, perhaps a word in the ear of the noisy and inconsiderate patrons would be welcome. From arriving late on Saturday night, to departing after 1 week, I found the accommodation and staff to be perfect. The place is clean and tidy. My room was spotless.  All the staff were friendly and helpful. The restaurant is very good. I would highly recommend a stay here.",October 2018,"Hotel Lebanon, Kigali.",Alan
Lebanon Hotel,https://www.booking.com/hotel/rw/lebanon-kigali.html,"October 18, 2018","Nothing. The staff will arrange that you feel great every second. Very good Hotel not too far from the airport. Nice and modern rooms. Free airport pick up and drop off is included. The internet works excellent. The staff are very helpful, obliging and friendly. They try to make your stay as convenient as possible.",October 2018,Very pleasant stay!,Michael
Lebanon Hotel,https://www.booking.com/hotel/rw/lebanon-kigali.html,"October 13, 2018","Getting to the hotel may put off some people due to the condition of the road (which I sincerely hope they fix) and the businesses near by - but please ignore. Once you are in the hotel - all is forgotten. It is very difficult to make a comment without sounding like I am being paid to make one. The reality is that the hotel has done an amazing job in either hiring the right people or training them really well. Eitherway, the end product is that you get 5 star service at 3 star rates. In summary - the Staff were very friendly, the Place was clean and secure, Free Shuttle to the Airport, Value For Money - through the roof. Can't wait to come back - I really hope they sustain this.",October 2018,"Friendly, Clean, Secure and Total Value for Money!",Nitin
Lebanon Hotel,https://www.booking.com/hotel/rw/lebanon-kigali.html,"October 4, 2018","Everything was on pointGreat staffGreat communication Many thanks to Mr Ismael Hotel location was great as it was stated on the website near Airport.",October 2018,"Thank you Lebanon Hotel it was a short stay ,definitely will come again.",Ajeri Lubenga
Lebanon Hotel,https://www.booking.com/hotel/rw/lebanon-kigali.html,"August 9, 2018","The entrance road to the hotel is sandy surrounded with poor traditional shops.
 The owner and the staff were very kind with smiling faces all the time.
",August 2018,Wonderful rwanda,Kamal
Lebanon Hotel,https://www.booking.com/hotel/rw/lebanon-kigali.html,"July 24, 2018","They kept rescheduling my massage session that I booked in advance. At the end, didn't have none Staff were lovely at all time. They washed my car every day. Transport to the airport and early breakfast",July 2018,I would love to have a massage but I can confirm that I enjoyed my stay there. Cheers to the recepti,Roseline
Lebanon Hotel,https://www.booking.com/hotel/rw/lebanon-kigali.html,"April 2, 2019",None View and staff breakfast toilet,March 2019,View and staff breakfast toilet,Mesfer
Lebanon Hotel,https://www.booking.com/hotel/rw/lebanon-kigali.html,"March 10, 2019",WiFi was extremely poor. Non existent in rooms and only usable very close to reception. Difficult to conduct business. None,March 2019,WiFi was extremely poor.,Anonymous
Lebanon Hotel,https://www.booking.com/hotel/rw/lebanon-kigali.html,"March 6, 2019",the coffee wasn't great. breakfast was good - lovely fresh fruit and toast with omelette available. Coffee could have been better!,March 2019,"Good stopover near the airport, nice pool and near Kimoronko market",Ruth
Lebanon Hotel,https://www.booking.com/hotel/rw/lebanon-kigali.html,"February 19, 2019",Language barrier  Very warm and friendly staff ,February 2019,Very warm and friendly staff ,Francis
Lebanon Hotel,https://www.booking.com/hotel/rw/lebanon-kigali.html,"February 19, 2019","Internet was poor in the rooms but was OK in reception area. Lovely room, big bathroom and all very clean.",February 2019,"Good location, very near to the airport. Nice restaurant and bar area and friendly attentive staff.",Emily
Lebanon Hotel,https://www.booking.com/hotel/rw/lebanon-kigali.html,"February 11, 2019",None I would prefer a working desk,February 2019,I would prefer a working desk,Allan
Lebanon Hotel,https://www.booking.com/hotel/rw/lebanon-kigali.html,"January 25, 2019",Internet speed is pathetic Nice staff. Clean place,January 2019,Nice staff.,Anonymous
Lebanon Hotel,https://www.booking.com/hotel/rw/lebanon-kigali.html,"November 11, 2018",Nothing! Great staff and brilliant value for money. ,November 2018,A home away from home,Chiedozi
Lebanon Hotel,https://www.booking.com/hotel/rw/lebanon-kigali.html,"October 30, 2018",None Fantastic facility and most friendly staff,October 2018,Fantastic facility and most friendly staff,Dean
Lebanon Hotel,https://www.booking.com/hotel/rw/lebanon-kigali.html,"September 29, 2018",None Everythimg. Good staff. Good pool. Free airport pickup,September 2018,Everythimg.,Sergio
Lebanon Hotel,https://www.booking.com/hotel/rw/lebanon-kigali.html,"September 12, 2018","More English Channels The smiles on the  staffs, the location, the view from the room!",September 2018,Wonderful,Ganiu
Lebanon Hotel,https://www.booking.com/hotel/rw/lebanon-kigali.html,"August 8, 2018",More space in the room The Victorian styled arrangement of the beds in the room.,August 2018,The Victorian styled arrangement of the beds in the room.,Grace
Lebanon Hotel,https://www.booking.com/hotel/rw/lebanon-kigali.html,"August 5, 2018","None Location near the airport is ideal for a late night flight like we hadThe staff were very friendly and welcoming",July 2018,This was a crash stop for,Angie kibathi
Lebanon Hotel,https://www.booking.com/hotel/rw/lebanon-kigali.html,"July 29, 2018",Is just the room was kind of small but still OK that's all None,July 2018,My stay was very pleasant,Sara
Hotel des Mille Collines,https://www.booking.com/hotel/rw/des-mille-collines.html,"March 29, 2019","the hotel needs somes renovations in the rooms...the furniture is old and the rooms are small It was according to a 4 star hotel.the service is good and the staff is always available to assist.",March 2019,Good but there space for improvements,Luis
Hotel des Mille Collines,https://www.booking.com/hotel/rw/des-mille-collines.html,"March 18, 2019","The hotel decor feels dated, and it would benefit with a bit of a revamp. A fitness centre would be convenient too! I had a very comfortable stay at Mille Collines. I particularly loved the view over Kigali! And the garden bar is a nice spot for drinks. The staff was very helpful, both at reception and at breakfast.",March 2019,"Great, comfortable stay in a nice part of the city.",Giulia
Hotel des Mille Collines,https://www.booking.com/hotel/rw/des-mille-collines.html,"March 16, 2019","I have stayed in this hotel before; booked in by another agency. Not only did I pay less with the other agency, but I got a better room with a kettle, and a front view. Had I not had a better experience in the past, I would possibly have given the hotel a better score. It appears like I need to use the other agency next time to see if I will get the experience I had the other time Breakfast was great and the location is convenient. Most unexpected was the offer to pack my breakfast as I was leaving early, and actually finding it packed before 6am. The cab drivers are also excellent; they keep their word and time, which is very helpful in a city with no uber.",March 2019,The hotel offers warmth and exceptional hospitality and personalised service,Elizabeth
Hotel des Mille Collines,https://www.booking.com/hotel/rw/des-mille-collines.html,"March 12, 2019","I did not like the noise outside my window. Also, gym facility in the hotel is nonsense. Location is far from buzzing cultural centre of Kigali. Breakfast was tasty and served on the terrace! Pool was okay but annoying for doing laps. Staff was very friendly. Tennis court is there, fun and functional but it is old. History of the hotel was greatly appreciated.",March 2019,Good breakfast and comfortable rooms at Mille Collines. Other hotels might be more comfortable.,Emily
Hotel des Mille Collines,https://www.booking.com/hotel/rw/des-mille-collines.html,"March 8, 2019","For a 4* hotel, some of the facilities were lacking. The toiletries were generic, there was no hair dryer, no bath mat and no mini-fridge, no kettle/tea making facilities. The staff were extremely friendly and nice, breakfast and restaurant areas are great!",March 2019,Hotel with a history...,Christine
Hotel des Mille Collines,https://www.booking.com/hotel/rw/des-mille-collines.html,"March 7, 2019",The breakfast and the staff The location is excellent and the staff very helpful. The rooms are a bit dated but clean. The breakfast is very good. For the price there is newer hotels in Kigali,March 2019,Clean hotel with helpful staff,Jamie
Hotel des Mille Collines,https://www.booking.com/hotel/rw/des-mille-collines.html,"February 22, 2019","Concierge left my passports lying on his desk unattended and forgot to return to me.  Also, when I asked him about taxis, he quoted me ridiculous rate far above what the driver himself offered me ($50/hour compared to $50 for half a day) Very professional and friendly personnel",February 2019,Very professional and friendly personnel,Anonymous
Hotel des Mille Collines,https://www.booking.com/hotel/rw/des-mille-collines.html,"February 22, 2019","None I told the staff it was my birthday, and when I came back from dinner there was a personalized cake in the room! It was so nice, and all of the staff were really great, very friendly and polite!",February 2019,I had a wonderful time and the staff were incredibly friendly. I would definitely recommend!,Carl
Hotel des Mille Collines,https://www.booking.com/hotel/rw/des-mille-collines.html,"February 20, 2019","The quality of the internet connection could be improved. Also, it would be good to have the shuttle provided from the airport and back as part of the room price. Very comfy bed, really enjoyed the traditional dances and the music. Service was really good and the personnel always friendly and ready to help.",February 2019,Very nice and relaxing stay,Ayanleh
Hotel des Mille Collines,https://www.booking.com/hotel/rw/des-mille-collines.html,"February 18, 2019",None The breakfast was delicious with a variety of different items. The staff is really helpful and friendly.  The grounds are beautiful. The room was comfortable and the view is incredible. I can not wait to come back!,January 2019,Beautiful and peaceful Hotel!,Aude
Hotel des Mille Collines,https://www.booking.com/hotel/rw/des-mille-collines.html,"February 7, 2019","The Hotel premises is old and need a uplift. It as great potential to attract more guests. I love the hotel for their customer services.  Staff are charming, caring and supportive.  The local food is excellent, the location is superb.",January 2019,We were group of 4 and our staying though short but was superb.,Hud
Hotel des Mille Collines,https://www.booking.com/hotel/rw/des-mille-collines.html,"January 29, 2019","WiFi variable Annoying to keep having to get keycards reactivated, sometimes 3 or 4 times a day. We kept them away from our mobile phones and it was still a problem. Staff are wonderful! Food good. Bands great!",January 2019,We will be back!,Anonymous
Hotel des Mille Collines,https://www.booking.com/hotel/rw/des-mille-collines.html,"January 27, 2019",Plug sockets in bedroom - not enough and nowhere hear a mirror for hair drying. Super annoying! I had a Deep Tissue massage and it was fantastic. One of the best I’ve ever had.,January 2019,I had a Deep Tissue massage and it was fantastic.,Anonymous
Hotel des Mille Collines,https://www.booking.com/hotel/rw/des-mille-collines.html,"January 18, 2019","It's definitely getting a bit old and out of the way compared to some of the newer options. Also the gym in the hotel itself is not great, but you can use another gym nearby which is very nice. Lots of character and really nice outdoor / common space. Friendly & helpful staff and good value for the money as well. Still quite clean despite its age.",January 2019,Lots of character and really nice outdoor / common space.,Jesse
Hotel des Mille Collines,https://www.booking.com/hotel/rw/des-mille-collines.html,"January 18, 2019","My room did not have a bar fridge as stated on the internet. My bed was not comfortable. The water was never hot..only lukewarm. The decor was not really appealing. The hotels looks good on the exterior but not as good inside the rooms, which is quite deceiving. I hope that this will improve The staff was very helpful and genuinely kind. The food was very delicious.",January 2019,I had a fairly good stay at  Mille Collines. I just think that there is still room for improvement.,Hlengiwe
Hotel des Mille Collines,https://www.booking.com/hotel/rw/des-mille-collines.html,"January 15, 2019","When staffs came to my room to ask to help something in the evening, I asked ' I have something to do now. Please come here later'.But they didn't come again. It was a little bit disappointed. The room was clearn and  bathroom was also good.There were all amenities.And every morning staffs kept room clearn and every evening staffs came and ask to help something.Breakfast was good(I could choose a lots kind of dishes).The view of roof  top restaurant was so good, especially dinner time.And the bar of pool side was also good.",January 2019,The room was clearn and  bathroom was also good.,Tomoko
Hotel des Mille Collines,https://www.booking.com/hotel/rw/des-mille-collines.html,"January 7, 2019","None All aspects of our stay were absolutely superb. The hospitality was second to none! Warm, welcoming, courteous and very professional. The buffet breakfast was very nice and their buffet lunches, when they had them, were delicious and catered for a variety of tastes; vegetarian and otherwise. The taxi service/ tour guide, J & J Adventures, was highly informative and efficient.",January 2019,"Refreshing, exciting, yet very relaxing...simply marvelous!",Opuada
Hotel des Mille Collines,https://www.booking.com/hotel/rw/des-mille-collines.html,"December 28, 2018",The hotel needs renovation to make it more modern; remove the carpets and update the flooring. The shower power could also be improved upon The staff were very very accommodating of all requests and willing to go the extra mile. All requests were promptly attended to,December 2018,Very satisfactory,wakawaka
Hotel des Mille Collines,https://www.booking.com/hotel/rw/des-mille-collines.html,"December 27, 2018","Poorly equipped gym: not a single treadmill - so called partnership with a nearby gym is only accessible on some days. Also bad is the 'bait' welcome email from the hotel that encourages you to click on a link to get more discount /upgrade only to tell you there's no discount available. Need to click on a link should be stopped due to internet scam and security implications. Any discount offer should be directly placed on the welcome email...  take away the need to click on any link.  The hotel is very neat apart from some worn-out leathers in the gym. Food is also good especially the vegetable cream soup. Great,  helpful staff. ",December 2018,"Neat hotel, superb staff,  poor gym,  bait email",Abayomi
Hotel des Mille Collines,https://www.booking.com/hotel/rw/des-mille-collines.html,"December 25, 2018","Nothing in particular. I just hope the management will take note in improving on the water pressure level in all rooms of the Hotel. I have been staying at Hotel des Mille Collines for many years now. Previously, I had made an observation about the pressure of water in the bathroom and toilet in the different rooms I had stayed.  The water pressure level is still very low until now and I wish that can be fixed in the nearest future .Thank you for your understanding.",December 2018,Overall stay was nice,Abdoul
Hotel des Mille Collines,https://www.booking.com/hotel/rw/des-mille-collines.html,"December 8, 2018","Just the first signs of wear and tear, but no complaints. It is a hotel with an atmosphere and a wonderfully nurtured sense of hospitality. It has lovely open spaces to work and relax and scenic views over the city - truly Mille collines.",December 2018,A hotel with character and class.,Kippy&Sanjay
Hotel des Mille Collines,https://www.booking.com/hotel/rw/des-mille-collines.html,"November 26, 2018","Loved everthing Hotel des Mille Collines has a special space in our family's heart - been there a few times. It is wonderful, luxurious and has a unique history. Love this hotel.",November 2018,Awesome,Kagem
Hotel des Mille Collines,https://www.booking.com/hotel/rw/des-mille-collines.html,"November 26, 2018","Nothing. The hotel is well situated and very comfortable. It has a very comfortable feel, with great levels of cleanliness, and great levels of support from the staff. It is not ostentatious, but like a home from home in Kigali.",November 2018,The hotel is well situated and very comfortable.,Ian
Hotel des Mille Collines,https://www.booking.com/hotel/rw/des-mille-collines.html,"November 21, 2018","The band playing on Monday (!!) evening is so loud that you can't get to sleep on the 2nd floor, even with jet-lag.  The bathroom is very old and highly in need of an upgrade.  Separate showers are not available in normal rooms.  Once the power goes fo more than 10 minutes the water pump is not switched back on and one is required to call reception for a technician who realises they have to restart the pump on the roof again.  No shower for that evening, since restarting seems to take ages. Room is generally OK, breakfast is good and the croissants are fantastic.  Check-in is quick and effortless.",November 2018,"Disappointing stay, expected better from this landmark hotel.",Johan
Hotel des Mille Collines,https://www.booking.com/hotel/rw/des-mille-collines.html,"November 13, 2018","I was so disappointed. I had expected a lot from probably the most (in)famous hotel in Rwanda. I only booked a room here because there was no space at Galaxy across the street. There was no welcome from the staff, most of whom did not greet us or talk to us throughout our stay, the room was very average for the price we paid. It was a little noisy from the traffic at the roundabout. The breakfast was good, and one of the staff serving us was very friendly. The location is very handy for the centre of town.",November 2018,"The breakfast was good, and one of the staff serving us was...",Alex
Hotel des Mille Collines,https://www.booking.com/hotel/rw/des-mille-collines.html,"November 3, 2018","Nothing struck me at all.  Parts of the hotel are probably due an upgrade, but this is a continuous process. I have stayed on many occasions over the years and have never been disappointed.  The accommodation is good without being 'flashy', the staff are attentive and courteous, the food is excellent (particularly the Gourmet taster meal in the Panorama Roof restaurant, and the swimming pool is great. There are also plenty of places to discuss business with colleagues in pleasant privacy.  What's not to like?",October 2018,The Milles Colines is my chosen 'Home from Home' in Kigali.,Ian Higginbotham
Hotel des Mille Collines,https://www.booking.com/hotel/rw/des-mille-collines.html,"October 21, 2018","WiFi in the room had a problem. It would keep disconnecting. I reported it several times but it wasn’t  fixed. Also, the pool was dirty. When a cleaner cleans he simply washes all the dirt into the pool. None",October 2018,"This hotel used to be good. But it is not expensive, so still an option in Kigali.",Ikrom
Hotel des Mille Collines,https://www.booking.com/hotel/rw/des-mille-collines.html,"October 9, 2018","It was extremely noisy in the evenings due to extremely noisy bands that played during dinner time ( 7pm- 10/11pm) . The windows are not reinforced so the noise travels everywhere. You are unable to sleep or do work as a business traveler. The service was incredibly slow. I would wait almost an hour after I requested something from housekeeping or the front desk. The hotel needs to invest in upgrades to the rooms, windows and common areas of the hotel. Nice staff who try to help out as much as they can. Also the outside was a nice change of scenery",September 2018,"Decent hotel, that needs to upgrade. Not ideal for business travellers",Eniola
Hotel des Mille Collines,https://www.booking.com/hotel/rw/des-mille-collines.html,"September 28, 2018","We wished there were more healthy options for food with more vegetables and salads. And bit more pro-active staff for taking orders or serving snacks/ drinks at the pool and beach bar. Just a bit more eye for detail.  Beautiful hotel, nice staff, tennis court, good food",September 2018,Loved it! ,C
Hotel des Mille Collines,https://www.booking.com/hotel/rw/des-mille-collines.html,"September 16, 2018",Once they changed our room all was perfect The balcony and view over  to the hills. They also changed our room as our first room overlooked the car park.,August 2018,A little 'luxury' for us,Helen
Hotel des Mille Collines,https://www.booking.com/hotel/rw/des-mille-collines.html,"August 31, 2018","Pool cold 
Waiting time restaurant over 1 hour
Rooms very old - small bathroom
Lift does not work
Average breakfast
 Nice outside restaurant and pool area
Band on Sunday brunch is fantastic",August 2018,Urgently needs a refresh - price too high for what you get,Katrijn
Hotel des Mille Collines,https://www.booking.com/hotel/rw/des-mille-collines.html,"August 20, 2018",The breakfast was repetitive. But I only stayed over for two nights so it could be different on other days. I chose the hotel because of its historic significance in relation to the genocide of 1994. The dining area of the hotel offered a great view of the city and the band on Thursday night was superb!,August 2018,Centrally located. Helpful staff. I actually used the services of one of the hotel guides to explore,Belinda
Hotel des Mille Collines,https://www.booking.com/hotel/rw/des-mille-collines.html,"August 19, 2018",None The staff were really nice. It's an old hotel but it's well maintained. The view from the restaurant on 4th floor is quite good. It was conveniently located for our business meetings.,August 2018,The staff were really nice.,Mukami
Hotel des Mille Collines,https://www.booking.com/hotel/rw/des-mille-collines.html,"August 11, 2018",Lovely place. Staff were great. Room was very comfortable. Meals were yummy.  A band operates on Thursday night from 7pm to 10pm.   Very loud!!  If you are in your room you cannot sleep or even watch tv.  Also be1er is warm,August 2018,A band operates on Thursday night from 7pm to 10pm.,CJ101
Hotel des Mille Collines,https://www.booking.com/hotel/rw/des-mille-collines.html,"July 6, 2018","Although the room was comfortable, it wasn't like the pictures that were shown. There was also a small problem with one of the windows that unfortunately didn't get resolved during our stay. The pool, bar and outside area are amazing, one of the best in Kigali. The location is also very good and the breakfast has a very good selection! The staff is friendly and helpful when we needed.",July 2018,"The pool, bar and outside area are amazing, one of the best...",João
Hotel des Mille Collines,https://www.booking.com/hotel/rw/des-mille-collines.html,"June 29, 2018","We would have liked chairs outside on the balcony to enjoy the view. We stayed for a little relaxation in the middle of a busy holiday, and found the hotel an oasis of calm in the bustling city. We used all the restaurants and enjoyed the contrasting atmospheres. We had an excellent meal in the Panorama restaurant where staff did everything possible to make our evening really special. We were also grateful for help in getting a doctor over when one of our party was unwell.",June 2018,Welcome break in a busy holiday.,Anonymous
Hotel des Mille Collines,https://www.booking.com/hotel/rw/des-mille-collines.html,"June 15, 2018","Only one thing really dispointed us the the hotel management which happened one case is that the overcharge us 45 dollars.45 dollars is not much. things is like this, when we agreed 45 dollars airport picking services with the hotel..... the driver on the way told us if we pay him directly 50 dollars, or he will let the hotel charge us 45+45, total 90 dollars.........which is totaly different from the agreement.For keeping the promise purpose, we decide to pay the hotel directly in stead passing the hotel.......but the hotel really charge us 90 dollars without confirming with guest.                             Explaining so much is not trying to black the hotel, just want to remind other guest be careful of thoese hotel drivers, meanwhile politely reminding the hotel to improve the mangament if possiblt. Hotel is perfect,we would really bring family to there have a 2 weeks holiday.Food is fabulous, the room is extremingly clean.",June 2018,The service is not match the perfect hotel.,Jinhui
Hotel des Mille Collines,https://www.booking.com/hotel/rw/des-mille-collines.html,"June 15, 2018","We got bad experience from the service side. we booked airport pickup services, agreed with the count for 45 usd. on the way the driver told us that if we can pay him cash, he will charge us 50 dollors, if not , the hotel will charge us 90 dollars.   Also the hotel charge us 90 dollar without confirming with the guest. what they say is the driver say is 90 dollars with is totally different from the initial disscussion with the hotel.If was not this point, the hotel is really good. The room is extremingly cean the the food is very good also.",June 2018,The room is extremingly cean the the food is very good also.,Anonymous
Hotel des Mille Collines,https://www.booking.com/hotel/rw/des-mille-collines.html,"June 7, 2018","None Nice couple of nights stay. The tradition and history felt real... much better than more modern hotels in Kigali. The reception/ bar / poolside areas are all up to date and contemporary; the rooms rather more dated but comfortable, clean, with WiFi and air conditioning. Breakfast and brunch excellent and poolside massage great. ",May 2018,Nice couple of nights stay.,Sian
Hotel des Mille Collines,https://www.booking.com/hotel/rw/des-mille-collines.html,"May 31, 2018",Wifi signal low in certain rooms. The gateway to sign in has too many steps and is has to be done every time you go in and out the hotel. Best breakfast ever. Great garden atmosfere. The most proffesional staff in the continent.,May 2018,Lovely place.,Manuel
Hotel des Mille Collines,https://www.booking.com/hotel/rw/des-mille-collines.html,"May 26, 2018",I think the dinner menu could be a bit more interesting and the bathrooms could use a bit of an update. I loved everything about this place. The staff were outstanding. The breakfast and lunch buffet were fantastic. I loved the property as well. I enjoyed it here and would definitely come back! It was in a good location as well. I could walk to many places to shop and eat.,May 2018,Fabulous Hotel!,Wandering Redhead
Hotel des Mille Collines,https://www.booking.com/hotel/rw/des-mille-collines.html,"May 22, 2018","Room 211 was noisy at night as it is directly above the hotel entrance. I was hoping for a later than check out than 2pm as the hotel wasnt busy and my flight was at 23:30 so I had to sit around in reception Very welcoming friendly people, service was excellent",May 2018,Beautiful ambiance,Aston
Hotel des Mille Collines,https://www.booking.com/hotel/rw/des-mille-collines.html,"May 21, 2018","It seems like they could provide a free shuttle to the airport, but that's just me! Great stay with an exceptionally lovely setting all close to the main attractions of the city. Easy transport around Kigal, everything is within a 5-10 minute moto ride. Actual rooms themselves are a bit dated, but the lobby, pool and bar area are great.",May 2018,Great stay with an exceptionally lovely setting all close to...,Brian
Hotel des Mille Collines,https://www.booking.com/hotel/rw/des-mille-collines.html,"May 7, 2018",There was no hot water on my first night. That was a big let down after a long trip to Kigali even though the staff were very friendly and tried to compensate.  The friendly staff and the ambience,April 2018,The friendly staff and the ambience,Olu
Hotel des Mille Collines,https://www.booking.com/hotel/rw/des-mille-collines.html,"April 14, 2018","Room was missing simple amenities - soap, coffee mugs (when there is a kettle and coffee/tea provided). When I inquired about soap they advised they didn't have any at the time. Not a big deal at all though.  Grounds are beautiful, room is a comfortable size. Most of the staff is very friendly and accommodating, breakfast buffet was excellent. Location is in the business/embassy area but has beautiful views over the city.",April 2018,Lovely place,Phoebe
Hotel des Mille Collines,https://www.booking.com/hotel/rw/des-mille-collines.html,"April 10, 2018","Everything good, This hotel has an interesting history from 1994, the hotel staff and service far exceeded my expectations and would recommenend for anyone visiting Kigali.",April 2018,Excellant visit to Kigali.,John
Hotel des Mille Collines,https://www.booking.com/hotel/rw/des-mille-collines.html,"March 21, 2018","- the room was stuffy and moldy for the first two days despite my request to clean it. They did on the third day. - rooms could use a makeover.  The hotel needs to compete with other 5 stars in the city especially that they are in the same price range. - the bathtub filled up with water easily- the mattress was too hard. The terrace is the best place to be in Kigali and the view is marvellous. The staff are very professional and helpful.  They spoke both English and French to perfection.  The food (lunch and dinner a la carte) is excellent quality, although I found the breakfast over-rated by other reviews.Public facilities were obviously renovated, so they were mostly in excellent condition Excellent TV options",March 2018,Excellent view,Anonymous
Hotel des Mille Collines,https://www.booking.com/hotel/rw/des-mille-collines.html,"March 13, 2018","None After a long volunteer project in a remote village of Rwanda, my husband and I decided to splurge and enjoy the luxurious magic of Mille Collines. We were not disappointed and,in fact, thoroughly enjoyed our stay there.",March 2018,Our stay at Mille Collines was both luxurious and magical.,Elizabeth
Hotel des Mille Collines,https://www.booking.com/hotel/rw/des-mille-collines.html,"March 11, 2018",The wifi is so slow that even downloading emails takes forever.  Hi-speed internet is available in Kigali but I was advised that it is not available because of the costs.  The “gym” is a disgrace. Nothing special,March 2018,Getting steadily more and more run down,Simon Armstrong
Hotel des Mille Collines,https://www.booking.com/hotel/rw/des-mille-collines.html,"February 23, 2018",Extremely poor room. Bed uncomfortable plus hole in bedsheets. Aircon noisy so poor sleep. Accommodation needs major upgrade. No sockets for charging phones etc. Carpet dusty. None,February 2018,Extremely poor room.,Dinesh
Hotel des Mille Collines,https://www.booking.com/hotel/rw/des-mille-collines.html,"February 22, 2018","This was my second time here in a period of four months. This time i stayed for five nights. The reason i came back was because of the location which is fantastic and the breakfast. But now i really regret my decision.
This is the worst hotel experience i have had, the first night was really bad. First of all, when i was checking in, i was told the room that i booked was not available so i had to be given a different room. One with two twin beds that were really tiny. They offered to join up the beds and promised to move me the following day to a room according to my booking. The whole thing was handled really well by the hotel staff in particular Fiable, i did not seem to mind the inconvenience just for a night.
The worst part and the worst experience is that at around midnight on my first night i woke up because i was being bitten by BEDBUGS. Unbelievable. I could not imagine such a ''posh'' hotel could have bedbugs. It calls to question their hygiene standards. I immediately woke u and rushed to the reception to complain, and so that they could believe me, i took photos of the bugs and even carried a sample of a big bedbug to the reception and gave it to Fiable. So my room had to be changed in the middle of the night. Of course i did not sleep well as i kept on waking up at night many times to check if my new bed and room has those bugs. I did not see any in this one.
Following day, my room was changed to the one i had booked but then again i experienced a different challenge in my third room. The internet connection was terrible. (please note other areas of the hotel, and other rooms i had been in, internet was excellent). In this room it was so bad. I complained several times about it till i gave up. So i struggled to do my work (reason i was here) with terrible internet, of course it was frustrating for the remaining days i spent in the hotel.
On check out again, i was faced with more dissapointment. the staff",February 2018,Worst Hotel Experience,Miano
Hotel des Mille Collines,https://www.booking.com/hotel/rw/des-mille-collines.html,"February 21, 2018",Selling art paintings in the hotel lobby and felt a little pressurised to give my e mail address for an art catalogue I didn’t want. That was the only thing. The outside garden areas were relaxing and inviting. Staff were fantastic- all of them. Made to feel at home instantly.,February 2018,"Warm, inviting, calm and relaxed environment. I’d go again",Helga
Hotel des Mille Collines,https://www.booking.com/hotel/rw/des-mille-collines.html,"February 19, 2018","The wifi was poor most of the time, too unstable to have calls on WhatsApp (I had to go in the balcony to get better connection) and gave me problems to download emails (forget movies!). The staff was not supportive or quick in resolving the connection problem. After checkout I had a flight late at night and had asked the reception if I could change or shower somewhere, and they said no free late check-out was available whatsoever and that otherwise I could pay about USD 9 to take a shower and change by the poolside, but the shower was outside in the open and there were only changing rooms with no amenities such as towel or shampoo. The room was clean, the breakfast was good and the location is central. The room had a balcony and the facility is big, so the poolside area and live music in the evenings were pleasant.",February 2018,"The room was clean, the breakfast was good and the location...",Anonymous
